"","date","team","opponent","team_score","opponent_score","tournament","city","country","neutral","team_abrv","opponent_abrv"
"6526",2002-01-30,"United States","Canada",0,0,"Gold Cup","Pasadena","United States",FALSE,"USA","CAN"
"6527",2002-01-30,"Bahrain","Oman",1,1,"Gulf Cup","Riyadh","Saudi Arabia",TRUE,"BHR","OMA"
"6528",2002-01-30,"Saudi Arabia","Qatar",3,1,"Gulf Cup","Riyadh","Saudi Arabia",FALSE,"KSA","QAT"
"6529",2002-01-31,"Brazil","Bolivia",6,0,"Friendly","Goiânia","Brazil",FALSE,"BRA","BOL"
"6530",2002-01-31,"Egypt","Zambia",2,1,"African Cup of Nations","Bamako","Mali",TRUE,"EGY","ZAM"
"6531",2002-01-31,"Senegal","Tunisia",0,0,"African Cup of Nations","Kayes","Mali",TRUE,"SEN","TUN"
"6532",2002-02-02,"Canada","South Korea",2,1,"Gold Cup","Pasadena","United States",TRUE,"CAN","KOR"
"6533",2002-02-02,"United States","Costa Rica",2,0,"Gold Cup","Pasadena","United States",FALSE,"USA","CRC"
"6534",2002-02-03,"Mali","South Africa",2,0,"African Cup of Nations","Kayes","Mali",FALSE,"MLI","RSA"
"6535",2002-02-03,"Nigeria","Ghana",1,0,"African Cup of Nations","Bamako","Mali",TRUE,"NGA","GHA"
"6536",2002-02-04,"Cameroon","Egypt",1,0,"African Cup of Nations","Sikasso","Mali",TRUE,"CMR","EGY"
"6537",2002-02-04,"Senegal","DR Congo",2,0,"African Cup of Nations","Bamako","Mali",TRUE,"SEN","COD"
"6538",2002-02-06,"Iran","Slovakia",2,3,"Friendly","Teheran","Iran",FALSE,"IRN","SVK"
"6539",2002-02-06,"Saudi Arabia","Brazil",0,1,"Friendly","Riyadh","Saudi Arabia",FALSE,"KSA","BRA"
"6540",2002-02-07,"Mali","Cameroon",0,3,"African Cup of Nations","Bamako","Mali",FALSE,"MLI","CMR"
"6541",2002-02-07,"Nigeria","Senegal",1,2,"African Cup of Nations","Bamako","Mali",TRUE,"NGA","SEN"
"6542",2002-02-07,"Singapore","North Korea",2,1,"Friendly","Singapore","Singapore",FALSE,"SIN","PRK"
"6543",2002-02-09,"Lithuania","Moldova",1,0,"Malta International Tournament","Attard","Malta",TRUE,"LTU","MDA"
"6544",2002-02-09,"Mali","Nigeria",0,3,"African Cup of Nations","Mopti","Mali",FALSE,"MLI","NGA"
"6545",2002-02-09,"Malta","Jordan",2,1,"Malta International Tournament","Attard","Malta",FALSE,"MLT","JOR"
"6546",2002-02-10,"Faroe Islands","Poland",1,2,"Friendly","Limassol","Cyprus",TRUE,"FRO","POL"
"6547",2002-02-10,"North Korea","Qatar",1,1,"King's Cup","Bangkok","Thailand",TRUE,"PRK","QAT"
"6548",2002-02-10,"Senegal","Cameroon",0,0,"African Cup of Nations","Bamako","Mali",TRUE,"SEN","CMR"
"6549",2002-02-10,"Thailand","Singapore",4,0,"King's Cup","Bangkok","Thailand",FALSE,"THA","SIN"
"6550",2002-02-11,"Malta","Lithuania",1,1,"Malta International Tournament","Attard","Malta",FALSE,"MLT","LTU"
"6551",2002-02-11,"Moldova","Jordan",2,0,"Malta International Tournament","Attard","Malta",TRUE,"MDA","JOR"
"6552",2002-02-12,"Cyprus","Switzerland",1,1,"Cyprus International Tournament","Nicosia","Cyprus",FALSE,"CYP","SUI"
"6553",2002-02-12,"Czech Republic","Hungary",2,0,"Cyprus International Tournament","Larnaca","Cyprus",TRUE,"CZE","HUN"
"6554",2002-02-12,"North Korea","Singapore",4,2,"King's Cup","Bangkok","Thailand",TRUE,"PRK","SIN"
"6555",2002-02-12,"Slovenia","Honduras",1,5,"Lunar New Year Cup","So Kon Po","Hong Kong",TRUE,"SVN","HON"
"6556",2002-02-12,"Thailand","Qatar",1,0,"King's Cup","Bangkok","Thailand",FALSE,"THA","QAT"
"6557",2002-02-12,"Turkey","Ecuador",0,1,"Friendly","Breda","Netherlands",TRUE,"TUR","ECU"
"6558",2002-02-13,"Belgium","Norway",1,0,"Friendly","Brussels","Belgium",FALSE,"BEL","NOR"
"6559",2002-02-13,"Croatia","Bulgaria",0,0,"Friendly","Rijeka","Croatia",FALSE,"CRO","BUL"
"6560",2002-02-13,"Cyprus","Czech Republic",3,4,"Cyprus International Tournament","Nicosia","Cyprus",FALSE,"CYP","CZE"
"6561",2002-02-13,"Faroe Islands","Liechtenstein",1,0,"Friendly","Pégeia","Cyprus",TRUE,"FRO","LIE"
"6562",2002-02-13,"France","Romania",2,1,"Friendly","Saint-Denis","France",FALSE,"FRA","ROU"
"6563",2002-02-13,"Germany","Israel",7,1,"Friendly","Kaiserslautern","Germany",FALSE,"GER","ISR"
"6564",2002-02-13,"Greece","Sweden",2,2,"Friendly","Salonica","Greece",FALSE,"GRE","SWE"
"6565",2002-02-13,"Republic of Ireland","Russia",2,0,"Friendly","Dublin","Republic of Ireland",FALSE,"IRL","RUS"
"6566",2002-02-13,"Italy","United States",1,0,"Friendly","Catania","Italy",FALSE,"ITA","USA"
"6567",2002-02-13,"Lithuania","Jordan",0,3,"Malta International Tournament","Attard","Malta",TRUE,"LTU","JOR"
"6568",2002-02-13,"Luxembourg","Albania",0,0,"Friendly","Hesperange","Luxembourg",FALSE,"LUX","ALB"
"6569",2002-02-13,"Malta","Moldova",3,0,"Malta International Tournament","Attard","Malta",FALSE,"MLT","MDA"
"6570",2002-02-13,"Mexico","Serbia",1,2,"Friendly","Phoenix","United States",TRUE,"MEX","SRB"
