pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FC,2020-09-30,85.1,2.34,5.86,Hyun Jin Ryu,668227,547943,null,foul,,,,,7,null,F,R,L,TB,TOR,S,null,null,1,0,2020,-0.2,0.7,-0.57,1.69,null,null,null,1,1,Bot,null,null,,,643376,,null,-6.504206399,-123.8201207,-4.821028927,-0.547921013,24.82882219,-24.60759476,3.29,1.54,6,102,-20,85.8,1973,,635912,547943,643376,543768,605412,624415,666182,666971,545341,606192,53.77,null,null,null,null,null,null,null,5,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
SI,2020-09-30,89,2.45,5.76,Hyun Jin Ryu,668227,547943,null,ball,,,,,14,null,F,R,L,TB,TOR,B,null,null,0,0,2020,1.5,0.9,1.12,2.4,null,null,null,1,1,Bot,null,null,,,643376,,null,-6.439738695,-129.3202169,-3.993908454,17.94591852,28.80474054,-21.92068178,3.47,1.73,null,null,null,89.5,1946,,635912,547943,643376,543768,605412,624415,666182,666971,545341,606192,53.66,null,null,null,null,null,null,null,5,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
FC,2020-09-30,84.3,2.4,5.94,Hyun Jin Ryu,670712,547943,single,hit_into_play,,,,,11,"Mike Brosseau singles on a line drive to left fielder Lourdes Gurriel Jr. Mike Brosseau out at 2nd on the throw, left fielder Lourdes Gurriel Jr.  to second baseman Joe Panik.  ",F,R,L,TB,TOR,X,7,line_drive,1,1,2020,-0.1,0.5,-0.98,2.44,null,null,null,0,1,Bot,43.36,96.34,,,643376,,null,-7.792855216,-122.6032203,-2.736196628,0.916705745,23.99009049,-26.83086522,3.34,1.53,239,80.5,21,84.8,1962,,635912,547943,643376,543768,605412,624415,666182,666971,545341,606192,53.9,0.871,0.784,0.9,1,1,0,4,4,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
SI,2020-09-30,88.1,2.28,5.99,Hyun Jin Ryu,670712,547943,null,called_strike,,,,,7,null,F,R,L,TB,TOR,S,null,null,1,0,2020,1,1.1,-0.78,2.1,null,null,null,0,1,Bot,null,null,,,643376,,null,-9.651031754,-127.8542647,-5.602966226,13.37326072,29.09647558,-19.0281555,3.34,1.58,null,null,null,88.4,1842,,635912,547943,643376,543768,605412,624415,666182,666971,545341,606192,53.64,null,null,null,null,null,null,null,4,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
SI,2020-09-30,87.4,2.35,6.03,Hyun Jin Ryu,670712,547943,null,ball,,,,,12,null,F,R,L,TB,TOR,B,null,null,0,0,2020,1.1,1.1,0.35,3.65,null,null,null,0,1,Bot,null,null,,,643376,,null,-7.107499529,-127.0672131,-1.687366436,13.31142,29.34623243,-20.6670256,3.33,1.62,null,null,null,87.6,1917,,635912,547943,643376,543768,605412,624415,666182,666971,545341,606192,53.77,null,null,null,null,null,null,null,4,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
CH,2020-09-24,79.8,2.49,5.67,Hyun Jin Ryu,518934,547943,field_out,hit_into_play,,,,,8,DJ LeMahieu flies out to right fielder Teoscar Hernandez.  ,R,R,L,TOR,NYY,X,9,fly_ball,0,1,2020,0.9,0.4,0.23,1.85,null,null,640449,2,7,Top,194.95,118.72,,,643376,,null,-6.708551639,-116.1102341,-2.466073545,9.394062281,20.1976717,-28.28796384,3.36,1.61,267,85.8,47,80.4,1402,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,53.98,0.007,0.006,0,1,0,0,3,55,2,Changeup,4,0,0,4,0,4,0,4,Strategic,Standard
FC,2020-09-24,86.5,2.2,5.93,Hyun Jin Ryu,518934,547943,null,called_strike,,,,,2,null,R,R,L,TOR,NYY,S,null,null,0,0,2020,-0.3,0.6,-0.07,3.25,null,null,640449,2,7,Top,null,null,,,643376,,null,-4.880348612,-126.1522778,-1.476538168,-2.043366615,20.61867227,-25.99394914,3.44,1.63,null,null,null,87.4,2038,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.18,null,null,null,null,null,null,null,55,1,Cutter,4,0,0,4,0,4,0,4,Strategic,Standard
FF,2020-09-24,90.5,2.25,5.86,Hyun Jin Ryu,592450,547943,field_out,hit_into_play,,,,,4,Aaron Judge flies out to right fielder Teoscar Hernandez.  ,R,R,L,TOR,NYY,X,9,fly_ball,2,0,2020,0.8,0.9,-0.44,2.65,null,null,640449,1,7,Top,166.49,84.24,,,643376,,null,-8.442356384,-131.6771859,-4.002640909,11.17191764,23.84608579,-21.4357911,3.98,1.86,290,88,35,91.1,1951,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.16,0,0,0,1,0,0,3,54,3,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard
CH,2020-09-24,79.7,2.38,5.63,Hyun Jin Ryu,592450,547943,null,ball,,,,,14,null,R,R,L,TOR,NYY,B,null,null,1,0,2020,1.1,0.2,0.86,1.43,null,null,640449,1,7,Top,null,null,,,643376,,null,-5.436358075,-116.0902549,-2.855305233,11.03986101,20.05596669,-30.34796152,3.97,1.86,null,null,null,80.2,1355,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.12,null,null,null,null,null,null,null,54,2,Changeup,4,0,0,4,0,4,0,4,Standard,Standard
FF,2020-09-24,90.5,2.23,5.86,Hyun Jin Ryu,592450,547943,null,ball,,,,,13,null,R,R,L,TOR,NYY,B,null,null,0,0,2020,0.9,1.1,-0.85,2.08,null,null,640449,1,7,Top,null,null,,,643376,,null,-9.539718104,-131.4207786,-5.947440269,11.83073073,24.56759395,-18.11242451,4.03,1.94,null,null,null,91.2,1994,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,53.95,null,null,null,null,null,null,null,54,1,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard
FC,2020-09-24,85.4,2.29,5.94,Hyun Jin Ryu,543309,547943,field_out,hit_into_play,,,,,5,Kyle Higashioka flies out to right fielder Teoscar Hernandez in foul territory.  ,R,R,L,TOR,NYY,X,9,fly_ball,2,2,2020,-0.2,0.5,0.19,2.72,null,null,640449,0,7,Top,207.67,138.71,,,643376,,null,-4.681488398,-124.4972047,-2.41643687,-0.777083284,21.67017262,-26.66651918,3.29,1.54,234,84.8,53,86.4,2002,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,53.94,0.014,0.016,0,1,0,0,3,53,5,Cutter,4,0,0,4,0,4,0,4,Standard,Standard
FC,2020-09-24,84.4,2.49,5.86,Hyun Jin Ryu,543309,547943,null,foul,,,,,9,null,R,R,L,TOR,NYY,S,null,null,2,1,2020,-0.1,0.3,0.33,1.94,null,null,640449,0,7,Top,null,null,,,643376,,null,-4.864956171,-122.8636513,-3.307169743,0.015624141,23.81754973,-29.10699332,3.29,1.54,293,89.3,34,84.9,2047,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,53.94,null,null,null,null,null,null,null,53,4,Cutter,4,0,0,4,0,4,0,4,Standard,Standard
CH,2020-09-24,80.3,2.52,5.67,Hyun Jin Ryu,543309,547943,null,ball,,,,,14,null,R,R,L,TOR,NYY,B,null,null,1,1,2020,1.2,0.2,1.56,1.92,null,null,640449,0,7,Top,null,null,,,643376,,null,-4.480329514,-116.8998067,-1.959193717,12.1722306,21.74102656,-30.49079132,3.35,1.54,null,null,null,80.6,1570,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.07,null,null,null,null,null,null,null,53,3,Changeup,4,0,0,4,0,4,0,4,Standard,Standard
CH,2020-09-24,79.6,2.51,5.65,Hyun Jin Ryu,543309,547943,null,called_strike,,,,,9,null,R,R,L,TOR,NYY,S,null,null,1,0,2020,1.1,0.4,0.66,1.7,null,null,640449,0,7,Top,null,null,,,643376,,null,-6.20943569,-115.8345521,-2.802275626,11.21090778,19.9458938,-27.92616514,3.34,1.54,null,null,null,80.4,1612,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,53.81,null,null,null,null,null,null,null,53,2,Changeup,4,0,0,4,0,4,0,4,Standard,Standard
FC,2020-09-24,84,2.42,5.88,Hyun Jin Ryu,543309,547943,null,ball,,,,,14,null,R,R,L,TOR,NYY,B,null,null,0,0,2020,-0.2,0.5,1.28,1.22,null,null,640449,0,7,Top,null,null,,,643376,,null,-2.248728104,-122.435944,-5.443688192,-1.627894808,21.23531155,-26.59665908,3.38,1.53,null,null,null,84.5,2097,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.22,null,null,null,null,null,null,null,53,1,Cutter,4,0,0,4,0,4,0,4,Standard,Standard
FC,2020-09-24,83.7,2.43,5.8,Hyun Jin Ryu,640449,547943,single,hit_into_play_no_out,,,,,5,Clint Frazier singles on a line drive to center fielder Randal Grichuk.  ,R,R,L,TOR,NYY,X,8,line_drive,3,1,2020,-0.3,0.5,0.04,2.32,null,null,null,0,7,Top,125.25,107.66,,,643376,,null,-4.92242216,-121.8830818,-2.584581305,-2.224808206,21.21023496,-27.35407199,3.41,1.61,221,99.1,12,84.2,1995,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.16,0.929,0.836,0.9,1,1,0,4,52,5,Cutter,4,0,0,4,0,4,0,4,Standard,Standard
SI,2020-09-24,87,2.22,5.85,Hyun Jin Ryu,640449,547943,null,called_strike,,,,,2,null,R,R,L,TOR,NYY,S,null,null,3,0,2020,1,0.8,0.25,3.19,null,null,null,0,7,Top,null,null,,,643376,,null,-6.834761903,-126.6375292,-1.885220349,12.43283981,24.16869005,-23.46814018,3.51,1.61,null,null,null,87.3,1735,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.21,null,null,null,null,null,null,null,52,4,Sinker,4,0,0,4,0,4,0,4,Standard,Standard
FC,2020-09-24,84.7,2.29,5.92,Hyun Jin Ryu,640449,547943,null,ball,,,,,12,null,R,R,L,TOR,NYY,B,null,null,2,0,2020,0,0.5,1.28,3.44,null,null,null,0,7,Top,null,null,,,643376,,null,-2.315562943,-123.4943767,-0.573561265,0.255638757,20.65857328,-26.95248788,3.46,1.61,null,null,null,85.2,1912,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.33,null,null,null,null,null,null,null,52,3,Cutter,4,0,0,4,0,4,0,4,Standard,Standard
FC,2020-09-24,84.3,2.34,5.94,Hyun Jin Ryu,640449,547943,null,ball,,,,,3,null,R,R,L,TOR,NYY,B,null,null,1,0,2020,-0.1,0.5,0.76,3.03,null,null,null,0,7,Top,null,null,,,643376,,null,-3.490398254,-122.9224217,-1.40369822,-0.30056293,20.56886904,-27.49503142,3.39,1.62,null,null,null,84.9,1984,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.29,null,null,null,null,null,null,null,52,2,Cutter,4,0,0,4,0,4,0,4,Standard,Standard
FC,2020-09-24,83.6,2.34,6.06,Hyun Jin Ryu,640449,547943,null,ball,,,,,12,null,R,R,L,TOR,NYY,B,null,null,0,0,2020,0,0.5,0.5,4.07,null,null,null,0,7,Top,null,null,,,643376,,null,-4.195941863,-121.8653032,0.653799387,0.435082901,19.90058546,-26.99565351,3.47,1.59,null,null,null,84.1,1937,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.37,null,null,null,null,null,null,null,52,1,Cutter,4,0,0,4,0,4,0,4,Standard,Standard
CH,2020-09-24,78.9,2.58,5.65,Hyun Jin Ryu,570482,547943,field_out,hit_into_play,,,,,14,"Gio Urshela grounds out, second baseman Jonathan Villar to first baseman Vladimir Guerrero Jr. ",R,R,L,TOR,NYY,X,4,ground_ball,2,2,2020,1.2,0.5,1.01,2.12,572228,null,543305,2,6,Top,142.64,144.11,,,643376,,null,-5.678713712,-114.8355248,-1.811172277,11.6577642,19.11700877,-27.86046351,3.37,1.59,7,81.4,-18,79.6,1469,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,53.94,0.1,0.098,0,1,0,0,2,44,6,Changeup,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-09-24,87.3,2.32,5.93,Hyun Jin Ryu,570482,547943,null,foul,,,,,11,null,R,R,L,TOR,NYY,S,null,null,2,2,2020,-0.1,0.5,-0.94,3.39,572228,null,543305,2,6,Top,null,null,,,643376,,null,-7.573948059,-127.0963516,-1.109903929,-0.306870881,21.30874694,-26.52838942,3.37,1.59,180,71.6,54,88.2,2111,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.06,null,null,null,null,null,null,null,44,5,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-09-24,85.9,2.46,5.77,Hyun Jin Ryu,570482,547943,null,ball,,,,,14,null,R,R,L,TOR,NYY,B,null,null,1,2,2020,-0.1,0.2,2.19,2.41,572228,null,543305,2,6,Top,null,null,,,643376,,null,-0.512315498,-125.2529682,-2.30712224,-0.535727207,21.15613964,-29.44602384,3.62,1.62,null,null,null,86.7,2162,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.18,null,null,null,null,null,null,null,44,4,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
FF,2020-09-24,90.5,2.21,5.82,Hyun Jin Ryu,570482,547943,null,foul,,,,,1,null,R,R,L,TOR,NYY,S,null,null,1,1,2020,0.8,1,-0.47,3.41,572228,null,543305,2,6,Top,null,null,,,643376,,null,-8.376445114,-131.5929706,-2.325543685,10.75936289,24.7541358,-19.8469367,3.37,1.59,223,73.8,46,91.1,1983,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.04,null,null,null,null,null,null,null,44,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-09-24,87.3,2.22,5.99,Hyun Jin Ryu,570482,547943,null,foul,,,,,2,null,R,R,L,TOR,NYY,S,null,null,1,0,2020,0.1,0.8,-0.05,3.3,572228,null,543305,2,6,Top,null,null,,,643376,,null,-5.665607023,-127.1383739,-2.002461334,2.081440038,23.87880267,-23.45377386,3.37,1.59,150,96.7,8,88,2051,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.03,null,null,null,null,null,null,null,44,2,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
FF,2020-09-24,90.4,2.42,5.84,Hyun Jin Ryu,570482,547943,null,ball,,,,,12,null,R,R,L,TOR,NYY,B,null,null,0,0,2020,0.7,1.2,1.36,4.01,572228,null,543305,2,6,Top,null,null,,,643376,,null,-4.133803685,-131.6961764,-1.206868545,9.01570862,27.08884392,-18.07182314,3.67,1.59,null,null,null,90.7,2045,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.16,null,null,null,null,null,null,null,44,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-09-24,87.9,2.27,5.88,Hyun Jin Ryu,650402,547943,field_out,hit_into_play,,,,,2,Gleyber Torres flies out to right fielder Teoscar Hernandez.   Luke Voit to 3rd.  ,R,R,L,TOR,NYY,X,9,fly_ball,0,1,2020,0,0.9,-0.09,3.06,null,572228,543305,1,6,Top,164.08,72.12,,,643376,,null,-5.765684588,-128.0265291,-2.705403758,1.202934044,21.94506844,-21.84846178,3.22,1.52,315,88,31,88.6,2046,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.18,0.036,0.036,0,1,0,0,3,43,2,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-09-24,86.3,2.41,5.86,Hyun Jin Ryu,650402,547943,null,called_strike,,,,,9,null,R,R,L,TOR,NYY,S,null,null,0,0,2020,-0.2,0.8,0.58,1.65,null,572228,543305,1,6,Top,null,null,,,643376,,null,-4.044056916,-125.6908828,-5.462931785,-0.981907373,22.45398174,-23.07780571,3.12,1.52,null,null,null,86.9,2092,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.14,null,null,null,null,null,null,null,43,1,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-09-24,88.4,2.2,5.92,Hyun Jin Ryu,519317,547943,strikeout,swinging_strike,,,,,13,Giancarlo Stanton strikes out swinging.  ,R,R,L,TOR,NYY,S,2,null,0,2,2020,-0.3,0.8,-1.78,2.07,null,572228,543305,0,6,Top,null,null,,,643376,,null,-9.173203419,-128.5710269,-5.11372418,-1.374211912,22.37376859,-22.2864345,3.74,1.78,null,null,null,89.1,2096,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.09,null,null,0,1,0,0,null,42,3,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
FF,2020-09-24,90.7,2.31,5.84,Hyun Jin Ryu,519317,547943,null,called_strike,,,,,13,null,R,R,L,TOR,NYY,S,null,null,0,1,2020,0.9,1.1,-0.93,2.81,null,572228,543305,0,6,Top,null,null,,,643376,,null,-9.994826125,-131.6864128,-3.883840073,12.42644448,27.93127188,-19.1406586,3.94,1.83,null,null,null,90.7,2035,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.09,null,null,null,null,null,null,null,42,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-09-24,87.5,2.39,5.9,Hyun Jin Ryu,519317,547943,null,called_strike,,,,,2,null,R,R,L,TOR,NYY,S,null,null,0,0,2020,0,1,-0.22,3.4,null,572228,543305,0,6,Top,null,null,,,643376,,null,-6.278972039,-127.4602059,-2.011044777,1.040795784,23.60259547,-21.1046811,3.93,1.9,null,null,null,88.1,1998,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.14,null,null,null,null,null,null,null,42,1,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
CH,2020-09-24,80.5,2.59,5.74,Hyun Jin Ryu,543305,547943,single,hit_into_play_no_out,,,,,14,Aaron Hicks singles on a ground ball to right fielder Teoscar Hernandez.   Luke Voit to 2nd.  ,R,R,L,TOR,NYY,X,9,ground_ball,1,0,2020,1.2,0.8,0.88,2.4,null,null,572228,0,6,Top,152.65,135.97,,,643376,,null,-6.138268209,-117.1162742,-2.196796158,12.4956724,21.23693036,-24.92846173,3.51,1.66,64,72.3,4,80.8,1686,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.06,0.171,0.154,0.9,1,1,0,2,41,2,Changeup,2,0,0,2,0,2,0,2,Standard,Strategic
SI,2020-09-24,89.6,2.36,5.77,Hyun Jin Ryu,543305,547943,null,ball,,,,,14,null,R,R,L,TOR,NYY,B,null,null,0,0,2020,1.2,0.6,0.54,1.37,null,null,572228,0,6,Top,null,null,,,643376,,null,-7.044696649,-130.3367435,-6.234871793,15.10037088,23.04359825,-24.4045591,3.63,1.75,null,null,null,90.6,1854,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,53.94,null,null,null,null,null,null,null,41,1,Sinker,2,0,0,2,0,2,0,2,Standard,Strategic
CU,2020-09-24,70.8,2.1,6.1,Hyun Jin Ryu,572228,547943,single,hit_into_play_no_out,,,,,13,Luke Voit singles on a sharp line drive to left fielder Lourdes Gurriel Jr. ,R,R,L,TOR,NYY,X,7,line_drive,2,2,2020,-0.9,-1,-0.39,1.22,null,null,null,0,6,Top,73.28,124.95,,,643376,,null,-3.366993404,-103.0859118,-0.285818398,-5.929037919,16.0801198,-39.68548931,3.47,1.66,173,101,13,70.9,2406,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.29,0.886,0.797,0.9,1,1,0,4,40,5,Curveball,2,0,0,2,0,2,0,2,Infield shift,Strategic
FC,2020-09-24,85.4,2.34,5.85,Hyun Jin Ryu,572228,547943,null,foul,,,,,6,null,R,R,L,TOR,NYY,S,null,null,2,1,2020,-0.1,0.5,0.42,2.67,null,null,null,0,6,Top,null,null,,,643376,,null,-4.350482235,-124.4966061,-2.437940315,-0.22231728,19.45872731,-26.23572832,3.47,1.66,280,92.2,27,86.3,2040,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.2,null,null,null,null,null,null,null,40,4,Cutter,2,0,0,2,0,2,0,2,Infield shift,Strategic
FC,2020-09-24,86.1,2.17,5.97,Hyun Jin Ryu,572228,547943,null,ball,,,,,11,null,R,R,L,TOR,NYY,B,null,null,1,1,2020,-0.2,0.6,-1.19,4.45,null,null,null,0,6,Top,null,null,,,643376,,null,-7.563054655,-125.4026193,1.282612777,-0.954023727,20.24557986,-26.14467014,3.52,1.66,null,null,null,86.8,2027,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.25,null,null,null,null,null,null,null,40,3,Cutter,2,0,0,2,0,2,0,2,Infield shift,Strategic
CH,2020-09-24,79.9,2.52,5.75,Hyun Jin Ryu,572228,547943,null,ball,,,,,14,null,R,R,L,TOR,NYY,B,null,null,0,1,2020,1.1,0.4,1.48,2.23,null,null,null,0,6,Top,null,null,,,643376,,null,-4.424842124,-116.346335,-1.848597769,11.16653902,19.47124182,-28.54240446,3.5,1.66,null,null,null,80.4,1465,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.13,null,null,null,null,null,null,null,40,2,Changeup,2,0,0,2,0,2,0,2,Infield shift,Strategic
FC,2020-09-24,84.3,2.39,5.96,Hyun Jin Ryu,572228,547943,null,foul_tip,,,,,6,null,R,R,L,TOR,NYY,S,null,null,0,0,2020,-0.2,0.7,0.69,2.32,null,null,null,0,6,Top,null,null,,,643376,,null,-3.525002514,-122.8615399,-3.687148317,-1.630609791,19.41951783,-24.2538772,3.47,1.66,null,null,null,85,2020,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.3,null,null,null,null,null,null,null,40,1,Cutter,2,0,0,2,0,2,0,2,Infield shift,Strategic
FC,2020-09-24,87.2,2.21,5.97,Hyun Jin Ryu,518934,547943,field_out,hit_into_play,,,,,2,"DJ LeMahieu grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr. ",R,R,L,TOR,NYY,X,6,ground_ball,0,1,2020,0.1,0.7,-0.14,3.02,null,null,458731,2,5,Top,114.39,156.88,,,643376,,null,-5.827283611,-127.0082911,-2.481788276,1.962317643,23.62498938,-24.09348284,3.36,1.61,6,89.9,-34,87.7,1969,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.13,0.057,0.051,0,1,0,0,2,36,2,Cutter,2,0,0,2,0,2,0,2,Strategic,Standard
FC,2020-09-24,86.8,2.24,5.82,Hyun Jin Ryu,518934,547943,null,called_strike,,,,,4,null,R,R,L,TOR,NYY,S,null,null,0,0,2020,0,0.6,-0.72,2.68,null,null,458731,2,5,Top,null,null,,,643376,,null,-7.181292011,-126.311379,-2.712001285,1.649603576,23.26207038,-24.89843144,3.42,1.67,null,null,null,87.5,1949,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54,null,null,null,null,null,null,null,36,1,Cutter,2,0,0,2,0,2,0,2,Strategic,Standard
CH,2020-09-24,77.6,2.49,5.65,Hyun Jin Ryu,458731,547943,walk,ball,,,,,13,Brett Gardner walks.  ,R,L,L,TOR,NYY,B,null,null,3,2,2020,1.2,0.6,-0.44,1.18,null,null,null,2,5,Top,null,null,,,643376,,null,-8.562989229,-112.7450619,-3.845026439,11.94940355,19.00181524,-26.2821389,3.15,1.52,null,null,null,78.2,1562,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,53.84,null,null,0.7,1,0,0,null,35,7,Changeup,2,0,0,2,0,2,0,2,Infield shift,Strategic
CH,2020-09-24,77.9,2.49,5.71,Hyun Jin Ryu,458731,547943,null,ball,,,,,13,null,R,L,L,TOR,NYY,B,null,null,2,2,2020,1.1,0.8,-1.3,1.75,null,null,null,2,5,Top,null,null,,,643376,,null,-10.26041524,-113.0823044,-3.161684178,11.55855864,17.43168032,-24.78364463,3.14,1.52,null,null,null,78.4,1643,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.07,null,null,null,null,null,null,null,35,6,Changeup,2,0,0,2,0,2,0,2,Infield shift,Strategic
CU,2020-09-24,68.8,2.06,6.08,Hyun Jin Ryu,458731,547943,null,foul,,,,,6,null,R,L,L,TOR,NYY,S,null,null,2,2,2020,-1.2,-1.1,0.36,2.09,null,null,null,2,5,Top,null,null,,,643376,,null,-1.273510994,-100.0916167,2.173643981,-7.786520313,18.23085833,-40.26605391,3.09,1.52,1,50.7,-30,68.4,2393,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.2,null,null,null,null,null,null,null,35,5,Curveball,2,0,0,2,0,2,0,2,Infield shift,Standard
CH,2020-09-24,78.7,2.49,5.78,Hyun Jin Ryu,458731,547943,null,foul,,,,,2,null,R,L,L,TOR,NYY,S,null,null,2,1,2020,0.8,0.6,-0.04,2.78,null,null,null,2,5,Top,null,null,,,643376,,null,-7.007203749,-114.5126555,-0.808727152,8.34515202,18.44025623,-27.26528145,3.09,1.52,null,null,null,79.2,1448,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.12,null,null,null,null,null,null,null,35,4,Changeup,2,0,0,2,0,2,0,2,Infield shift,Standard
FF,2020-09-24,90.2,2.15,5.83,Hyun Jin Ryu,458731,547943,null,ball,,,,,11,null,R,L,L,TOR,NYY,B,null,null,1,1,2020,0.7,1,-1.67,2.39,null,null,null,2,5,Top,null,null,,,643376,,null,-11.02947364,-131.094651,-4.88442829,10.18300336,21.6823527,-19.40782027,3.2,1.52,null,null,null,91.1,1943,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.09,null,null,null,null,null,null,null,35,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Strategic
CH,2020-09-24,78.9,2.5,5.8,Hyun Jin Ryu,458731,547943,null,called_strike,,,,,7,null,R,L,L,TOR,NYY,S,null,null,1,0,2020,0.9,0.8,-0.72,1.64,null,null,null,2,5,Top,null,null,,,643376,,null,-8.60610935,-114.6525349,-3.798101393,9.115078456,18.54707358,-24.61208754,2.89,1.33,null,null,null,79.3,1542,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.14,null,null,null,null,null,null,null,35,2,Changeup,2,0,0,2,0,2,0,2,Infield shift,Strategic
CU,2020-09-24,71.3,2.11,6.04,Hyun Jin Ryu,458731,547943,null,ball,,,,,13,null,R,L,L,TOR,NYY,B,null,null,0,0,2020,-1.1,-0.8,-1.38,0.46,null,null,null,2,5,Top,null,null,,,643376,,null,-4.925849492,-103.8926752,-2.118336628,-7.593423368,15.80138879,-38.14619562,2.87,1.43,null,null,null,71.6,2501,,630887,547943,643376,665489,542340,624415,666182,666971,545341,606192,54.29,null,null,null,null,null,null,null,35,1,Curveball,2,0,0,2,0,2,0,2,Infield shift,Standard
